,Site Name,city,metric,quantity,work_date,date,month,year
5329,E,San Diego,Production B,17,26/09/2016,26,Sep,2016
5330,E,San Diego,Production A,33,30/09/2016,30,Sep,2016
5331,E,San Diego,Production A,118,26/09/2016,26,Sep,2016
5332,E,San Diego,Production A,91,27/09/2016,27,Sep,2016
5333,E,San Diego,Production A,101,29/09/2016,29,Sep,2016
5334,A,LA,Hours Worked,84,04/11/2016,04,Nov,2016
5335,A,LA,Hours Worked,116,01/11/2016,01,Nov,2016
5336,A,LA,Hours Worked,115,02/11/2016,02,Nov,2016
5337,A,LA,Hours Worked,108,03/11/2016,03,Nov,2016
5338,A,LA,Production B,34,04/11/2016,04,Nov,2016
5339,A,LA,Production B,12,02/11/2016,02,Nov,2016
5340,A,LA,Production A,33,04/11/2016,04,Nov,2016
5341,A,LA,Production B,32,31/10/2016,31,Oct,2016
5342,A,LA,Production B,14,01/11/2016,01,Nov,2016
5343,A,LA,Production B,16,03/11/2016,03,Nov,2016
5344,A,LA,Hours Worked,98,31/10/2016,31,Oct,2016
5345,A,LA,Hours Worked,108,09/11/2016,09,Nov,2016
5346,A,LA,Production B,47,08/11/2016,08,Nov,2016
5347,A,LA,Production B,26,11/11/2016,11,Nov,2016
5348,A,LA,Production B,16,10/11/2016,10,Nov,2016
5349,A,LA,Production B,13,09/11/2016,09,Nov,2016
5350,A,LA,Hours Worked,108,07/11/2016,07,Nov,2016
5351,A,LA,Hours Worked,109,08/11/2016,08,Nov,2016
5352,A,LA,Hours Worked,88,10/11/2016,10,Nov,2016
5353,A,LA,Hours Worked,82,11/11/2016,11,Nov,2016
5354,A,LA,Production A,53,10/11/2016,10,Nov,2016
5355,A,LA,Production A,74,11/11/2016,11,Nov,2016
5356,B,San Diego,Hours Worked,133,30/11/2016,30,Nov,2016
5357,B,San Diego,Hours Worked,145,29/11/2016,29,Nov,2016
5358,B,San Diego,Production B,16,30/11/2016,30,Nov,2016
5359,B,San Diego,Production B,30,29/11/2016,29,Nov,2016
5360,B,San Diego,Production A,36,30/11/2016,30,Nov,2016
5361,B,San Diego,Production A,35,29/11/2016,29,Nov,2016
5362,A,LA,Hours Worked,104,07/06/2016,07,Jun,2016
5363,A,LA,Hours Worked,114,06/06/2016,06,Jun,2016
5364,A,LA,Production A,30,08/06/2016,08,Jun,2016
5365,A,LA,Production B,25,06/06/2016,06,Jun,2016
5366,A,LA,Hours Worked,97,08/06/2016,08,Jun,2016
5367,A,LA,Hours Worked,104,10/06/2016,10,Jun,2016
5368,A,LA,Hours Worked,114,09/06/2016,09,Jun,2016
5369,A,LA,Production A,29,10/06/2016,10,Jun,2016
5370,A,LA,Production A,27,06/06/2016,06,Jun,2016
5371,A,LA,Production A,32,09/06/2016,09,Jun,2016
5372,B,San Diego,Production A,116,22/07/2016,22,Jul,2016
5373,B,San Diego,Production A,35,19/07/2016,19,Jul,2016
5374,B,San Diego,Production B,28,17/07/2016,17,Jul,2016
5375,B,San Diego,Production B,63,19/07/2016,19,Jul,2016
5376,B,San Diego,Production A,64,20/07/2016,20,Jul,2016
5377,B,San Diego,Production A,36,17/07/2016,17,Jul,2016
5378,B,San Diego,Hours Worked,109,22/07/2016,22,Jul,2016
5379,B,San Diego,Hours Worked,145,17/07/2016,17,Jul,2016
5380,B,San Diego,Hours Worked,140,19/07/2016,19,Jul,2016
5381,B,San Diego,Production B,53,20/07/2016,20,Jul,2016
5382,B,San Diego,Hours Worked,105,20/07/2016,20,Jul,2016
5383,E,San Diego,Production A,35,18/07/2016,18,Jul,2016
5384,E,San Diego,Production A,30,21/07/2016,21,Jul,2016
5385,E,San Diego,Production A,100,23/07/2016,23,Jul,2016
5386,E,San Diego,Production A,31,22/07/2016,22,Jul,2016
5387,E,San Diego,Production B,50,22/07/2016,22,Jul,2016
5388,E,San Diego,Production B,67,18/07/2016,18,Jul,2016
5389,E,San Diego,Production B,14,21/07/2016,21,Jul,2016
5390,E,San Diego,Production B,12,23/07/2016,23,Jul,2016
5391,E,San Diego,Hours Worked,80,23/07/2016,23,Jul,2016
5392,E,San Diego,Hours Worked,98,22/07/2016,22,Jul,2016
5393,E,San Diego,Hours Worked,88,21/07/2016,21,Jul,2016
5394,E,San Diego,Hours Worked,87,18/07/2016,18,Jul,2016
5395,E,San Diego,Production A,88,05/08/2016,05,Aug,2016
5396,E,San Diego,Production A,68,02/08/2016,02,Aug,2016
5397,E,San Diego,Production A,34,06/08/2016,06,Aug,2016
5398,E,San Diego,Hours Worked,111,05/08/2016,05,Aug,2016
5399,E,San Diego,Hours Worked,79,06/08/2016,06,Aug,2016
5400,E,San Diego,Production B,16,04/08/2016,04,Aug,2016
5401,E,San Diego,Production B,13,05/08/2016,05,Aug,2016
5402,E,San Diego,Production B,28,02/08/2016,02,Aug,2016
5403,E,San Diego,Hours Worked,91,04/08/2016,04,Aug,2016
5404,E,San Diego,Hours Worked,116,02/08/2016,02,Aug,2016
5405,G,Irvine,Production A,34,15/08/2016,15,Aug,2016
5406,G,Irvine,Production B,17,15/08/2016,15,Aug,2016
5407,G,Irvine,Production B,16,16/08/2016,16,Aug,2016
5408,G,Irvine,Production B,30,14/08/2016,14,Aug,2016
5409,G,Irvine,Production A,66,14/08/2016,14,Aug,2016
5410,G,Irvine,Hours Worked,100,15/08/2016,15,Aug,2016
5411,G,Irvine,Hours Worked,115,14/08/2016,14,Aug,2016
5412,G,Irvine,Hours Worked,96,20/08/2016,20,Aug,2016
5413,G,Irvine,Hours Worked,98,19/08/2016,19,Aug,2016
5414,G,Irvine,Hours Worked,86,18/08/2016,18,Aug,2016
5415,B,San Diego,Hours Worked,83,25/08/2016,25,Aug,2016
5416,B,San Diego,Hours Worked,101,21/08/2016,21,Aug,2016
5417,B,San Diego,Production B,12,21/08/2016,21,Aug,2016
5418,B,San Diego,Hours Worked,61,26/08/2016,26,Aug,2016
5419,B,San Diego,Hours Worked,112,24/08/2016,24,Aug,2016
5420,B,San Diego,Production B,43,26/08/2016,26,Aug,2016
5421,G,Irvine,Production A,63,22/09/2016,22,Sep,2016
5422,G,Irvine,Production A,50,23/09/2016,23,Sep,2016
5423,G,Irvine,Production A,29,19/09/2016,19,Sep,2016
5424,G,Irvine,Hours Worked,112,22/09/2016,22,Sep,2016
5425,G,Irvine,Hours Worked,120,19/09/2016,19,Sep,2016
5426,G,Irvine,Hours Worked,100,18/09/2016,18,Sep,2016
5427,G,Irvine,Hours Worked,149,23/09/2016,23,Sep,2016
5428,G,Irvine,Production B,17,18/09/2016,18,Sep,2016
5429,F,San Mateo,Hours Worked,109,08/11/2016,08,Nov,2016
5430,F,San Mateo,Hours Worked,113,11/11/2016,11,Nov,2016
5431,F,San Mateo,Hours Worked,102,12/11/2016,12,Nov,2016
5432,F,San Mateo,Hours Worked,92,06/11/2016,06,Nov,2016
5433,F,San Mateo,Production B,17,12/11/2016,12,Nov,2016
5434,F,San Mateo,Production B,15,07/11/2016,07,Nov,2016
5435,F,San Mateo,Production A,104,07/11/2016,07,Nov,2016
5436,F,San Mateo,Production B,13,11/11/2016,11,Nov,2016
5437,F,San Mateo,Hours Worked,117,07/11/2016,07,Nov,2016
5438,F,San Mateo,Hours Worked,84,10/11/2016,10,Nov,2016
5439,F,San Mateo,Production A,70,08/11/2016,08,Nov,2016
5440,F,San Mateo,Production A,67,06/11/2016,06,Nov,2016
5441,F,San Mateo,Production A,63,11/11/2016,11,Nov,2016
5442,F,San Mateo,Production A,71,12/11/2016,12,Nov,2016
5443,F,San Mateo,Production A,73,10/11/2016,10,Nov,2016
5444,D,San Francisco,Hours Worked,114,30/11/2016,30,Nov,2016
5445,D,San Francisco,Hours Worked,112,28/11/2016,28,Nov,2016
5446,D,San Francisco,Hours Worked,82,29/11/2016,29,Nov,2016
5447,D,San Francisco,Hours Worked,115,02/12/2016,02,Dec,2016
5448,D,San Francisco,Hours Worked,120,01/12/2016,01,Dec,2016
5449,D,San Francisco,Production B,13,02/12/2016,02,Dec,2016
5450,D,San Francisco,Production A,65,02/12/2016,02,Dec,2016
5451,D,San Francisco,Production A,34,01/12/2016,01,Dec,2016
5452,D,San Francisco,Production A,31,29/11/2016,29,Nov,2016
5453,A,LA,Production A,30,08/12/2016,08,Dec,2016
5454,A,LA,Production A,30,05/12/2016,05,Dec,2016
5455,A,LA,Production A,32,09/12/2016,09,Dec,2016
5456,A,LA,Hours Worked,93,07/12/2016,07,Dec,2016
5457,A,LA,Hours Worked,89,05/12/2016,05,Dec,2016
5458,A,LA,Hours Worked,81,08/12/2016,08,Dec,2016
5459,A,LA,Production B,16,23/09/2016,23,Sep,2016
5460,A,LA,Production B,17,20/09/2016,20,Sep,2016
5461,A,LA,Hours Worked,88,22/09/2016,22,Sep,2016
5462,A,LA,Hours Worked,101,20/09/2016,20,Sep,2016
5463,A,LA,Hours Worked,83,21/09/2016,21,Sep,2016
5464,A,LA,Hours Worked,120,23/09/2016,23,Sep,2016
5465,A,LA,Hours Worked,108,19/09/2016,19,Sep,2016
5466,A,LA,Production A,33,21/09/2016,21,Sep,2016
5467,A,LA,Production A,35,22/09/2016,22,Sep,2016
5468,A,LA,Hours Worked,89,28/09/2016,28,Sep,2016
5469,A,LA,Production B,15,27/09/2016,27,Sep,2016
5470,A,LA,Hours Worked,91,29/09/2016,29,Sep,2016
5471,A,LA,Hours Worked,100,27/09/2016,27,Sep,2016
5472,A,LA,Hours Worked,116,26/09/2016,26,Sep,2016
5473,A,LA,Production A,37,29/09/2016,29,Sep,2016
5474,A,LA,Production A,30,26/09/2016,26,Sep,2016
5475,A,LA,Production B,46,03/10/2016,03,Oct,2016
5476,A,LA,Production B,30,04/10/2016,04,Oct,2016
5477,A,LA,Production B,28,06/10/2016,06,Oct,2016
5478,A,LA,Hours Worked,65,03/10/2016,03,Oct,2016
5479,A,LA,Hours Worked,93,04/10/2016,04,Oct,2016
5480,A,LA,Hours Worked,99,05/10/2016,05,Oct,2016
5481,A,LA,Hours Worked,114,07/10/2016,07,Oct,2016
5482,A,LA,Hours Worked,117,06/10/2016,06,Oct,2016
5483,A,LA,Production A,67,05/10/2016,05,Oct,2016
5484,A,LA,Production A,71,06/10/2016,06,Oct,2016
5485,B,San Diego,Hours Worked,105,19/10/2016,19,Oct,2016
5486,B,San Diego,Hours Worked,63,21/10/2016,21,Oct,2016
5487,B,San Diego,Hours Worked,73,18/10/2016,18,Oct,2016
5488,B,San Diego,Hours Worked,48,16/10/2016,16,Oct,2016
5489,B,San Diego,Production B,14,18/10/2016,18,Oct,2016
5490,B,San Diego,Production A,31,21/10/2016,21,Oct,2016
5491,B,San Diego,Production A,35,18/10/2016,18,Oct,2016
5492,B,San Diego,Production A,26,19/10/2016,19,Oct,2016
5493,B,San Diego,Production B,14,19/10/2016,19,Oct,2016
5494,B,San Diego,Hours Worked,137,23/10/2016,23,Oct,2016
5495,B,San Diego,Hours Worked,140,26/10/2016,26,Oct,2016
5496,B,San Diego,Production B,18,25/10/2016,25,Oct,2016
5497,B,San Diego,Production B,13,28/10/2016,28,Oct,2016
5498,B,San Diego,Hours Worked,131,25/10/2016,25,Oct,2016
5499,B,San Diego,Hours Worked,147,28/10/2016,28,Oct,2016
5500,B,San Diego,Production A,25,28/10/2016,28,Oct,2016
5501,B,San Diego,Production A,67,25/10/2016,25,Oct,2016
5502,B,San Diego,Production B,34,02/11/2016,02,Nov,2016
5503,B,San Diego,Production A,37,01/11/2016,01,Nov,2016
5504,B,San Diego,Production A,80,02/11/2016,02,Nov,2016
5505,B,San Diego,Hours Worked,128,04/11/2016,04,Nov,2016
5506,B,San Diego,Hours Worked,144,01/11/2016,01,Nov,2016
5507,B,San Diego,Hours Worked,123,02/11/2016,02,Nov,2016
5508,E,San Diego,Hours Worked,81,01/11/2016,01,Nov,2016
5509,E,San Diego,Production B,17,05/11/2016,05,Nov,2016
5510,E,San Diego,Production B,14,03/11/2016,03,Nov,2016
5511,E,San Diego,Production B,27,04/11/2016,04,Nov,2016
5512,E,San Diego,Production B,15,31/10/2016,31,Oct,2016
5513,E,San Diego,Hours Worked,102,31/10/2016,31,Oct,2016
5514,E,San Diego,Hours Worked,90,03/11/2016,03,Nov,2016
5515,E,San Diego,Hours Worked,95,04/11/2016,04,Nov,2016
5516,E,San Diego,Production A,35,31/10/2016,31,Oct,2016
5517,E,San Diego,Production A,27,01/11/2016,01,Nov,2016
5518,E,San Diego,Production A,28,03/11/2016,03,Nov,2016
5519,E,San Diego,Hours Worked,85,07/11/2016,07,Nov,2016
5520,E,San Diego,Hours Worked,102,11/11/2016,11,Nov,2016
5521,E,San Diego,Production B,17,07/11/2016,07,Nov,2016
5522,E,San Diego,Production B,25,10/11/2016,10,Nov,2016
5523,E,San Diego,Production A,26,10/11/2016,10,Nov,2016
5524,E,San Diego,Production B,15,11/11/2016,11,Nov,2016
5525,E,San Diego,Hours Worked,83,08/11/2016,08,Nov,2016
5526,E,San Diego,Hours Worked,106,10/11/2016,10,Nov,2016
5527,E,San Diego,Production A,123,08/11/2016,08,Nov,2016
5528,E,San Diego,Hours Worked,93,18/11/2016,18,Nov,2016
5529,E,San Diego,Hours Worked,93,17/11/2016,17,Nov,2016
5530,E,San Diego,Hours Worked,109,15/11/2016,15,Nov,2016
5531,E,San Diego,Hours Worked,113,14/11/2016,14,Nov,2016
5532,E,San Diego,Hours Worked,115,19/11/2016,19,Nov,2016
5533,E,San Diego,Production B,48,14/11/2016,14,Nov,2016
5534,E,San Diego,Production B,15,18/11/2016,18,Nov,2016
5535,E,San Diego,Production B,34,16/11/2016,16,Nov,2016
5536,E,San Diego,Production A,34,17/11/2016,17,Nov,2016
5537,E,San Diego,Production A,75,19/11/2016,19,Nov,2016
5538,E,San Diego,Production A,35,14/11/2016,14,Nov,2016
5539,E,San Diego,Production A,60,05/12/2016,05,Dec,2016
5540,E,San Diego,Production A,27,08/12/2016,08,Dec,2016
5541,E,San Diego,Production A,31,09/12/2016,09,Dec,2016
5542,F,San Mateo,Hours Worked,92,20/12/2016,20,Dec,2016
5543,F,San Mateo,Production A,34,19/12/2016,19,Dec,2016
5544,F,San Mateo,Production B,17,22/12/2016,22,Dec,2016
5545,F,San Mateo,Production B,15,19/12/2016,19,Dec,2016
5546,F,San Mateo,Production B,16,23/12/2016,23,Dec,2016
5547,F,San Mateo,Hours Worked,115,23/12/2016,23,Dec,2016
5548,F,San Mateo,Hours Worked,97,18/12/2016,18,Dec,2016
5549,F,San Mateo,Hours Worked,108,19/12/2016,19,Dec,2016
5550,F,San Mateo,Hours Worked,86,24/12/2016,24,Dec,2016
5551,F,San Mateo,Hours Worked,92,22/12/2016,22,Dec,2016
5552,F,San Mateo,Production A,72,20/12/2016,20,Dec,2016
5553,F,San Mateo,Production A,25,23/12/2016,23,Dec,2016
5554,B,San Diego,Hours Worked,51,26/12/2016,26,Dec,2016
5555,B,San Diego,Hours Worked,114,27/12/2016,27,Dec,2016
5556,B,San Diego,Production B,16,26/12/2016,26,Dec,2016
5557,B,San Diego,Production B,70,27/12/2016,27,Dec,2016
5558,B,San Diego,Production A,117,27/12/2016,27,Dec,2016
5559,B,San Diego,Production A,72,26/12/2016,26,Dec,2016
5560,E,San Diego,Production A,35,13/08/2016,13,Aug,2016
5561,E,San Diego,Production A,36,12/08/2016,12,Aug,2016
5562,E,San Diego,Production B,14,09/08/2016,09,Aug,2016
5563,E,San Diego,Production A,25,09/08/2016,09,Aug,2016
5564,E,San Diego,Hours Worked,82,13/08/2016,13,Aug,2016
5565,E,San Diego,Production B,13,13/08/2016,13,Aug,2016
5566,E,San Diego,Hours Worked,114,12/08/2016,12,Aug,2016
5567,E,San Diego,Hours Worked,103,08/08/2016,08,Aug,2016
5568,E,San Diego,Hours Worked,103,11/08/2016,11,Aug,2016
5569,E,San Diego,Hours Worked,96,09/08/2016,09,Aug,2016
5570,E,San Diego,Production A,64,23/08/2016,23,Aug,2016
5571,E,San Diego,Production A,57,27/08/2016,27,Aug,2016
5572,E,San Diego,Hours Worked,104,23/08/2016,23,Aug,2016
5573,E,San Diego,Hours Worked,118,24/08/2016,24,Aug,2016
5574,E,San Diego,Hours Worked,115,27/08/2016,27,Aug,2016
5575,E,San Diego,Hours Worked,104,25/08/2016,25,Aug,2016
5576,E,San Diego,Hours Worked,96,22/08/2016,22,Aug,2016
5577,E,San Diego,Production B,53,25/08/2016,25,Aug,2016
5578,E,San Diego,Production B,27,27/08/2016,27,Aug,2016
5579,E,San Diego,Production B,26,23/08/2016,23,Aug,2016
5580,E,San Diego,Production B,17,22/08/2016,22,Aug,2016
5581,G,Irvine,Production A,37,01/09/2016,01,Sep,2016
5582,G,Irvine,Production A,35,29/08/2016,29,Aug,2016
5583,G,Irvine,Hours Worked,84,28/08/2016,28,Aug,2016
5584,G,Irvine,Hours Worked,104,02/09/2016,02,Sep,2016
5585,G,Irvine,Hours Worked,95,03/09/2016,03,Sep,2016
5586,G,Irvine,Hours Worked,110,01/09/2016,01,Sep,2016
5587,G,Irvine,Hours Worked,108,29/08/2016,29,Aug,2016
5588,G,Irvine,Production B,33,01/09/2016,01,Sep,2016
5589,G,Irvine,Production B,14,29/08/2016,29,Aug,2016
5590,G,Irvine,Production A,33,02/09/2016,02,Sep,2016
5591,G,Irvine,Production A,31,28/08/2016,28,Aug,2016
5592,G,Irvine,Production B,25,08/09/2016,08,Sep,2016
5593,G,Irvine,Production A,29,08/09/2016,08,Sep,2016
5594,G,Irvine,Production A,61,04/09/2016,04,Sep,2016
5595,G,Irvine,Production A,32,09/09/2016,09,Sep,2016
5596,G,Irvine,Production B,15,04/09/2016,04,Sep,2016
5597,G,Irvine,Hours Worked,111,08/09/2016,08,Sep,2016
5598,G,Irvine,Hours Worked,97,04/09/2016,04,Sep,2016
5599,G,Irvine,Hours Worked,143,09/09/2016,09,Sep,2016
5600,D,San Francisco,Hours Worked,110,08/11/2016,08,Nov,2016
5601,D,San Francisco,Hours Worked,116,09/11/2016,09,Nov,2016
5602,D,San Francisco,Hours Worked,119,11/11/2016,11,Nov,2016
5603,D,San Francisco,Hours Worked,97,07/11/2016,07,Nov,2016
5604,D,San Francisco,Production B,15,10/11/2016,10,Nov,2016
5605,D,San Francisco,Production B,26,11/11/2016,11,Nov,2016
5606,D,San Francisco,Hours Worked,84,10/11/2016,10,Nov,2016
5607,D,San Francisco,Production A,37,08/11/2016,08,Nov,2016
5608,F,San Mateo,Hours Worked,139,26/11/2016,26,Nov,2016
5609,F,San Mateo,Hours Worked,90,20/11/2016,20,Nov,2016
5610,F,San Mateo,Production B,14,26/11/2016,26,Nov,2016
5611,F,San Mateo,Hours Worked,112,21/11/2016,21,Nov,2016
5612,F,San Mateo,Production A,123,20/11/2016,20,Nov,2016
5613,F,San Mateo,Production A,55,21/11/2016,21,Nov,2016
5614,F,San Mateo,Production A,108,26/11/2016,26,Nov,2016
5615,F,San Mateo,Hours Worked,116,27/11/2016,27,Nov,2016
5616,F,San Mateo,Hours Worked,82,02/12/2016,02,Dec,2016
5617,F,San Mateo,Hours Worked,118,01/12/2016,01,Dec,2016
5618,F,San Mateo,Hours Worked,135,03/12/2016,03,Dec,2016
5619,F,San Mateo,Production B,28,03/12/2016,03,Dec,2016
5620,F,San Mateo,Production B,14,29/11/2016,29,Nov,2016
5621,F,San Mateo,Production A,80,02/12/2016,02,Dec,2016
5622,F,San Mateo,Production A,88,29/11/2016,29,Nov,2016
5623,F,San Mateo,Hours Worked,83,28/11/2016,28,Nov,2016
5624,F,San Mateo,Hours Worked,91,29/11/2016,29,Nov,2016
5625,F,San Mateo,Production B,34,28/11/2016,28,Nov,2016
5626,F,San Mateo,Production A,52,03/12/2016,03,Dec,2016
5627,A,LA,Production A,34,21/12/2016,21,Dec,2016
5628,A,LA,Production B,16,20/12/2016,20,Dec,2016
5629,A,LA,Hours Worked,108,22/12/2016,22,Dec,2016
5630,A,LA,Hours Worked,95,21/12/2016,21,Dec,2016
5631,A,LA,Hours Worked,96,20/12/2016,20,Dec,2016
5632,A,LA,Hours Worked,106,19/12/2016,19,Dec,2016
5633,A,LA,Production A,65,22/12/2016,22,Dec,2016
5634,A,LA,Hours Worked,106,28/12/2016,28,Dec,2016
5635,A,LA,Hours Worked,80,27/12/2016,27,Dec,2016
5636,A,LA,Production A,29,27/12/2016,27,Dec,2016
5637,A,LA,Production B,15,29/12/2016,29,Dec,2016
5638,A,LA,Production B,29,28/12/2016,28,Dec,2016
5639,A,LA,Hours Worked,115,29/12/2016,29,Dec,2016
5640,A,LA,Production A,55,28/12/2016,28,Dec,2016
5641,A,LA,Hours Worked,100,11/05/2016,11,May,2016
5642,G,Irvine,Production B,12,20/05/2016,20,May,2016
5643,G,Irvine,Production B,32,19/05/2016,19,May,2016
5644,G,Irvine,Production B,28,21/05/2016,21,May,2016
5645,G,Irvine,Hours Worked,98,16/05/2016,16,May,2016
5646,G,Irvine,Hours Worked,84,19/05/2016,19,May,2016
5647,G,Irvine,Hours Worked,94,21/05/2016,21,May,2016
5648,G,Irvine,Hours Worked,111,20/05/2016,20,May,2016
5649,G,Irvine,Hours Worked,83,15/05/2016,15,May,2016
5650,G,Irvine,Production A,60,21/05/2016,21,May,2016
5651,E,San Diego,Production A,74,25/07/2016,25,Jul,2016
5652,E,San Diego,Production A,34,26/07/2016,26,Jul,2016
5653,E,San Diego,Hours Worked,88,25/07/2016,25,Jul,2016
5654,E,San Diego,Hours Worked,101,26/07/2016,26,Jul,2016
5655,F,San Mateo,Production A,85,07/08/2016,07,Aug,2016
5656,F,San Mateo,Production B,13,10/08/2016,10,Aug,2016
5657,F,San Mateo,Production B,49,11/08/2016,11,Aug,2016
5658,F,San Mateo,Hours Worked,109,11/08/2016,11,Aug,2016
5659,F,San Mateo,Hours Worked,95,07/08/2016,07,Aug,2016
5660,F,San Mateo,Hours Worked,103,08/08/2016,08,Aug,2016
5661,F,San Mateo,Hours Worked,123,13/08/2016,13,Aug,2016
5662,F,San Mateo,Hours Worked,101,12/08/2016,12,Aug,2016
5663,F,San Mateo,Hours Worked,107,10/08/2016,10,Aug,2016
5664,F,San Mateo,Production A,28,11/08/2016,11,Aug,2016
5665,F,San Mateo,Production A,51,12/08/2016,12,Aug,2016
5666,D,San Francisco,Hours Worked,111,31/08/2016,31,Aug,2016
5667,D,San Francisco,Hours Worked,107,01/09/2016,01,Sep,2016
5668,D,San Francisco,Hours Worked,116,29/08/2016,29,Aug,2016
5669,D,San Francisco,Hours Worked,85,02/09/2016,02,Sep,2016
5670,D,San Francisco,Hours Worked,117,30/08/2016,30,Aug,2016
5671,D,San Francisco,Production B,18,30/08/2016,30,Aug,2016
5672,D,San Francisco,Production B,31,31/08/2016,31,Aug,2016
5673,D,San Francisco,Production B,47,29/08/2016,29,Aug,2016
5674,D,San Francisco,Production A,26,30/08/2016,30,Aug,2016
5675,D,San Francisco,Production A,66,31/08/2016,31,Aug,2016
5676,D,San Francisco,Production A,29,02/09/2016,02,Sep,2016
5677,A,LA,Hours Worked,116,06/09/2016,06,Sep,2016
5678,A,LA,Production B,16,07/09/2016,07,Sep,2016
5679,A,LA,Production B,16,09/09/2016,09,Sep,2016
5680,A,LA,Production B,18,08/09/2016,08,Sep,2016
5681,A,LA,Hours Worked,111,07/09/2016,07,Sep,2016
5682,A,LA,Hours Worked,100,09/09/2016,09,Sep,2016
5683,A,LA,Hours Worked,96,08/09/2016,08,Sep,2016
5684,A,LA,Production B,29,06/09/2016,06,Sep,2016
5685,A,LA,Production A,26,08/09/2016,08,Sep,2016
5686,G,Irvine,Production A,37,15/09/2016,15,Sep,2016
5687,G,Irvine,Hours Worked,145,16/09/2016,16,Sep,2016
5688,G,Irvine,Hours Worked,120,12/09/2016,12,Sep,2016
5689,G,Irvine,Hours Worked,126,15/09/2016,15,Sep,2016
5690,G,Irvine,Hours Worked,107,11/09/2016,11,Sep,2016
5691,G,Irvine,Production B,29,12/09/2016,12,Sep,2016
5692,G,Irvine,Production A,35,11/09/2016,11,Sep,2016
5693,B,San Diego,Production A,33,20/11/2016,20,Nov,2016
5694,B,San Diego,Production B,15,23/11/2016,23,Nov,2016
5695,B,San Diego,Hours Worked,107,20/11/2016,20,Nov,2016
5696,B,San Diego,Hours Worked,86,22/11/2016,22,Nov,2016
5697,B,San Diego,Hours Worked,131,23/11/2016,23,Nov,2016
5698,E,San Diego,Hours Worked,96,25/11/2016,25,Nov,2016
5699,E,San Diego,Hours Worked,120,26/11/2016,26,Nov,2016
5700,E,San Diego,Hours Worked,115,22/11/2016,22,Nov,2016
5701,E,San Diego,Hours Worked,104,21/11/2016,21,Nov,2016
5702,E,San Diego,Production B,35,26/11/2016,26,Nov,2016
5703,E,San Diego,Production B,12,21/11/2016,21,Nov,2016
5704,E,San Diego,Production A,65,25/11/2016,25,Nov,2016
5705,D,San Francisco,Hours Worked,98,07/12/2016,07,Dec,2016
5706,D,San Francisco,Hours Worked,104,06/12/2016,06,Dec,2016
5707,D,San Francisco,Production B,16,07/12/2016,07,Dec,2016
5708,D,San Francisco,Hours Worked,106,05/12/2016,05,Dec,2016
5709,D,San Francisco,Production B,13,08/12/2016,08,Dec,2016
5710,D,San Francisco,Production B,15,06/12/2016,06,Dec,2016
5711,D,San Francisco,Hours Worked,83,08/12/2016,08,Dec,2016
5712,D,San Francisco,Hours Worked,106,09/12/2016,09,Dec,2016
5713,D,San Francisco,Production A,29,05/12/2016,05,Dec,2016
5714,F,San Mateo,Hours Worked,67,07/12/2016,07,Dec,2016
5715,F,San Mateo,Hours Worked,107,10/12/2016,10,Dec,2016
5716,F,San Mateo,Production B,18,08/12/2016,08,Dec,2016
5717,F,San Mateo,Hours Worked,117,05/12/2016,05,Dec,2016
5718,F,San Mateo,Hours Worked,81,06/12/2016,06,Dec,2016
5719,F,San Mateo,Production A,26,04/12/2016,04,Dec,2016
5720,F,San Mateo,Production A,33,06/12/2016,06,Dec,2016
5721,F,San Mateo,Production A,60,08/12/2016,08,Dec,2016
5722,F,San Mateo,Production A,129,09/12/2016,09,Dec,2016
5723,F,San Mateo,Hours Worked,90,09/12/2016,09,Dec,2016
5724,F,San Mateo,Hours Worked,92,08/12/2016,08,Dec,2016
5725,F,San Mateo,Hours Worked,89,04/12/2016,04,Dec,2016
5726,F,San Mateo,Production A,117,10/12/2016,10,Dec,2016
5727,F,San Mateo,Production A,57,05/12/2016,05,Dec,2016
5728,A,LA,Hours Worked,105,15/12/2016,15,Dec,2016
5729,A,LA,Hours Worked,117,13/12/2016,13,Dec,2016
5730,A,LA,Hours Worked,78,16/12/2016,16,Dec,2016
5731,A,LA,Hours Worked,94,14/12/2016,14,Dec,2016
5732,A,LA,Hours Worked,95,12/12/2016,12,Dec,2016
5733,A,LA,Production B,16,16/12/2016,16,Dec,2016
5734,A,LA,Production A,32,15/12/2016,15,Dec,2016
5735,A,LA,Production B,16,13/12/2016,13,Dec,2016
5736,A,LA,Production A,66,14/12/2016,14,Dec,2016
5737,A,LA,Production A,35,13/12/2016,13,Dec,2016
5738,G,Irvine,Hours Worked,110,23/12/2016,23,Dec,2016
5739,B,San Diego,Production A,52,06/12/2016,06,Dec,2016
5740,B,San Diego,Production B,15,06/12/2016,06,Dec,2016
5741,B,San Diego,Hours Worked,148,09/12/2016,09,Dec,2016
5742,B,San Diego,Hours Worked,138,06/12/2016,06,Dec,2016
5743,B,San Diego,Hours Worked,139,07/12/2016,07,Dec,2016
5744,D,San Francisco,Production A,29,13/12/2016,13,Dec,2016
5745,D,San Francisco,Production B,14,12/12/2016,12,Dec,2016
5746,D,San Francisco,Hours Worked,108,15/12/2016,15,Dec,2016
5747,D,San Francisco,Production A,27,12/12/2016,12,Dec,2016
5748,D,San Francisco,Hours Worked,108,16/12/2016,16,Dec,2016
5749,D,San Francisco,Hours Worked,114,12/12/2016,12,Dec,2016
